qid	qa_pair_id	question	candidate	label
10531	202920	is this rated r?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5 }, value:0.13 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:4.8 }, value:12.19 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:0.05 }, value:12.7 } }	0
10531	202922	is this rated r?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.04 }, value:0.02 }	0
10531	202923	is this rated r?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.03 }, value:0.03 }	0
10531	202924	is this rated r?	"material:  { value:""polyvinyl chloride"" }"	0
10531	202925	is this rated r?	"outer:  { material:[ { value:""vinyl"" } ] }"	0
10531	202926	is this rated r?	"size:  { value:""5.5\"""" }"	0
10532	202931	is this appropriate for a sixteen year old?	batteries_included:  { value:false }	0
10532	202932	is this appropriate for a sixteen year old?	batteries_required:  { value:false }	0
10532	202933	is this appropriate for a sixteen year old?	"brand:  { value:""bargain max decals"" }"	0
10532	202934	is this appropriate for a sixteen year old?	"color:  { value:""white"" }"	0
10532	202936	is this appropriate for a sixteen year old?	"exterior_finish:  { value:""smooth"" }"	0
10532	202937	is this appropriate for a sixteen year old?	"fit_type:  { value:""universal"" }"	0
10532	202939	is this appropriate for a sixteen year old?	"inner:  { material:[ { value:""vinyl"" } ] }"	0
10532	202941	is this appropriate for a sixteen year old?	is_foldable:  { value:false }	0
10532	202943	is this appropriate for a sixteen year old?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:0.1 }, value:0.1 }, length:{ unit:inches, normalized_value:{ unit:inches, value:5 }, value:5 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5.5 }, value:5.5 } }	0
10532	202944	is this appropriate for a sixteen year old?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5 }, value:0.13 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:4.8 }, value:12.19 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:0.05 }, value:12.7 } }	0
10532	202946	is this appropriate for a sixteen year old?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.04 }, value:0.02 }	0
10532	202947	is this appropriate for a sixteen year old?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.03 }, value:0.03 }	0
10532	202948	is this appropriate for a sixteen year old?	"material:  { value:""polyvinyl chloride"" }"	0
10532	202949	is this appropriate for a sixteen year old?	"outer:  { material:[ { value:""vinyl"" } ] }"	0
10532	202950	is this appropriate for a sixteen year old?	"size:  { value:""5.5\"""" }"	0
10533	202953	is this pair of sunglasses for adults only?	"arm:  { length:[ { unit:millimeters, value:""125"" } ] }"	0
10533	202955	is this pair of sunglasses for adults only?	batteries_required:  { value:false }	0
10533	202956	is this pair of sunglasses for adults only?	"brand:  { value:""michael kors"" }"	0
10533	202957	is this pair of sunglasses for adults only?	"bridge:  { width:[ { unit:millimeters, value:""12"" } ] }"	0
10533	202961	is this pair of sunglasses for adults only?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:6.54 }, value:16.6 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:3.07 }, value:7.8 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:2.36 }, value:6 } }	0
10533	202963	is this pair of sunglasses for adults only?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.53 }, value:0.53 }	0
10533	202964	is this pair of sunglasses for adults only?	"item_shape:  { value:""avaitor"" }"	0
10533	202965	is this pair of sunglasses for adults only?	"lens:  { color:[ { value:""gold/ burgundy gradient"" } ], material:[ { value:""glass"" } ], width:[ { unit:millimeters, value:""62"" } ] }"	0
10534	202967	what age range are these sunglasses for?	"arm:  { length:[ { unit:millimeters, value:""125"" } ] }"	0
10534	202969	what age range are these sunglasses for?	batteries_required:  { value:false }	0
10534	202970	what age range are these sunglasses for?	"brand:  { value:""michael kors"" }"	0
10534	202971	what age range are these sunglasses for?	"bridge:  { width:[ { unit:millimeters, value:""12"" } ] }"	0
10534	202975	what age range are these sunglasses for?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:6.54 }, value:16.6 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:3.07 }, value:7.8 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:2.36 }, value:6 } }	0
10534	202977	what age range are these sunglasses for?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.53 }, value:0.53 }	0
10534	202978	what age range are these sunglasses for?	"item_shape:  { value:""avaitor"" }"	0
10534	202979	what age range are these sunglasses for?	"lens:  { color:[ { value:""gold/ burgundy gradient"" } ], material:[ { value:""glass"" } ], width:[ { unit:millimeters, value:""62"" } ] }"	0
10535	202981	who can use these sunglasses?	"arm:  { length:[ { unit:millimeters, value:""125"" } ] }"	0
10535	202983	who can use these sunglasses?	batteries_required:  { value:false }	0
10535	202984	who can use these sunglasses?	"brand:  { value:""michael kors"" }"	0
10535	202985	who can use these sunglasses?	"bridge:  { width:[ { unit:millimeters, value:""12"" } ] }"	0
10535	202989	who can use these sunglasses?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:6.54 }, value:16.6 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:3.07 }, value:7.8 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:2.36 }, value:6 } }	0
10535	202991	who can use these sunglasses?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.53 }, value:0.53 }	0
10535	202992	who can use these sunglasses?	"item_shape:  { value:""avaitor"" }"	0
10535	202993	who can use these sunglasses?	"lens:  { color:[ { value:""gold/ burgundy gradient"" } ], material:[ { value:""glass"" } ], width:[ { unit:millimeters, value:""62"" } ] }"	0
10536	202996	how many pounds is it?	batteries_included:  { value:false }	0
10536	202997	how many pounds is it?	batteries_required:  { value:false }	0
10536	202998	how many pounds is it?	"brand:  { value:""jojuno"" }"	0
10536	202999	how many pounds is it?	"color:  { standardized_values:[ ""pink"" ], value:""pink"" }"	0
10536	203002	how many pounds is it?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:0.46 }, value:0.46 }, length:{ unit:inches, normalized_value:{ unit:inches, value:0.46 }, value:0.46 }, height:{ unit:inches, normalized_value:{ unit:inches, value:0.28 }, value:0.28 } }	0
10536	203003	how many pounds is it?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:7 }, value:13.72 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:6.8 }, value:17.27 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:5.4 }, value:17.78 } }	0
10536	203004	how many pounds is it?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.85 }, value:0.39 }	1
10536	203005	how many pounds is it?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.6 }, value:9.59 }	0
10536	203006	how many pounds is it?	"material:  { value:""ceramic"" }"	0
10537	203009	what is the weight in kilograms?	batteries_included:  { value:false }	0
10537	203010	what is the weight in kilograms?	batteries_required:  { value:false }	0
10537	203011	what is the weight in kilograms?	"brand:  { value:""jojuno"" }"	0
10537	203012	what is the weight in kilograms?	"color:  { standardized_values:[ ""pink"" ], value:""pink"" }"	0
10537	203015	what is the weight in kilograms?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:0.46 }, value:0.46 }, length:{ unit:inches, normalized_value:{ unit:inches, value:0.46 }, value:0.46 }, height:{ unit:inches, normalized_value:{ unit:inches, value:0.28 }, value:0.28 } }	0
10537	203016	what is the weight in kilograms?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:7 }, value:13.72 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:6.8 }, value:17.27 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:5.4 }, value:17.78 } }	0
10537	203017	what is the weight in kilograms?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.85 }, value:0.39 }	1
10537	203018	what is the weight in kilograms?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.6 }, value:9.59 }	0
10537	203019	what is the weight in kilograms?	"material:  { value:""ceramic"" }"	0
10538	203022	what is the package weight?	batteries_included:  { value:false }	0
10538	203023	what is the package weight?	batteries_required:  { value:false }	0
10538	203024	what is the package weight?	"brand:  { value:""jojuno"" }"	0
10538	203025	what is the package weight?	"color:  { standardized_values:[ ""pink"" ], value:""pink"" }"	0
10538	203028	what is the package weight?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:0.46 }, value:0.46 }, length:{ unit:inches, normalized_value:{ unit:inches, value:0.46 }, value:0.46 }, height:{ unit:inches, normalized_value:{ unit:inches, value:0.28 }, value:0.28 } }	0
10538	203029	what is the package weight?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:7 }, value:13.72 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:6.8 }, value:17.27 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:5.4 }, value:17.78 } }	0
10538	203030	what is the package weight?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.85 }, value:0.39 }	1
10538	203031	what is the package weight?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.6 }, value:9.59 }	0
10538	203032	what is the package weight?	"material:  { value:""ceramic"" }"	0
10539	203035	how many pounds does this weigh?	"brand:  { value:""graphics and more"" }"	0
10539	203036	how many pounds does this weigh?	"color:  { value:""chrome"" }"	0
10539	203037	how many pounds does this weigh?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5.79 }, value:2.3 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:3.5 }, value:8.9 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:0.91 }, value:14.7 } }	0
10539	203039	how many pounds does this weigh?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.04 }, value:0.02 }	1
10539	203040	how many pounds does this weigh?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.04 }, value:0.04 }	0
10539	203041	how many pounds does this weigh?	"material:  { value:""plastic"" }"	0
10540	203044	what is the weight in kg?	"brand:  { value:""graphics and more"" }"	0
10540	203045	what is the weight in kg?	"color:  { value:""chrome"" }"	0
10540	203046	what is the weight in kg?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5.79 }, value:2.3 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:3.5 }, value:8.9 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:0.91 }, value:14.7 } }	0
10540	203048	what is the weight in kg?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.04 }, value:0.02 }	1
10540	203049	what is the weight in kg?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.04 }, value:0.04 }	0
10540	203050	what is the weight in kg?	"material:  { value:""plastic"" }"	0
10541	203053	does this weigh a full half pound?	"brand:  { value:""graphics and more"" }"	0
10541	203054	does this weigh a full half pound?	"color:  { value:""chrome"" }"	0
10541	203055	does this weigh a full half pound?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5.79 }, value:2.3 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:3.5 }, value:8.9 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:0.91 }, value:14.7 } }	0
10541	203057	does this weigh a full half pound?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.04 }, value:0.02 }	1
10541	203058	does this weigh a full half pound?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.04 }, value:0.04 }	0
10541	203059	does this weigh a full half pound?	"material:  { value:""plastic"" }"	0
10542	203062	how much does this weigh in pounds?	batteries_included:  { value:false }	0
10542	203063	how much does this weigh in pounds?	batteries_required:  { value:false }	0
10542	203064	how much does this weigh in pounds?	"brand:  { value:""xly"" }"	0
10542	203065	how much does this weigh in pounds?	"color:  { value:""rose red+blue+yellow+white"" }"	0
10542	203067	how much does this weigh in pounds?	"fabric_type:  { value:""microfiber"" }"	0
10542	203070	how much does this weigh in pounds?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:17.7 }, value:14.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:15.1 }, value:38.35 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:5.7 }, value:44.96 } }	0
10542	203072	how much does this weigh in pounds?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:4.28 }, value:1.94 }	1
10542	203073	how much does this weigh in pounds?	"material:  { value:""microfiber"" }"	0
10542	203074	how much does this weigh in pounds?	"size:  { value:""12\""*16\"""" }"	0
10542	203075	how much does this weigh in pounds?	total_eaches:  { value:50 }	0
10543	203078	how much does this weigh in kilograms?	batteries_included:  { value:false }	0
10543	203079	how much does this weigh in kilograms?	batteries_required:  { value:false }	0
10543	203080	how much does this weigh in kilograms?	"brand:  { value:""xly"" }"	0
10543	203081	how much does this weigh in kilograms?	"color:  { value:""rose red+blue+yellow+white"" }"	0
10543	203083	how much does this weigh in kilograms?	"fabric_type:  { value:""microfiber"" }"	0
10543	203086	how much does this weigh in kilograms?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:17.7 }, value:14.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:15.1 }, value:38.35 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:5.7 }, value:44.96 } }	0
10543	203088	how much does this weigh in kilograms?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:4.28 }, value:1.94 }	1
10543	203089	how much does this weigh in kilograms?	"material:  { value:""microfiber"" }"	0
10543	203090	how much does this weigh in kilograms?	"size:  { value:""12\""*16\"""" }"	0
10543	203091	how much does this weigh in kilograms?	total_eaches:  { value:50 }	0
10544	203094	is this over 1 pound?	batteries_included:  { value:false }	0
10544	203095	is this over 1 pound?	batteries_required:  { value:false }	0
10544	203096	is this over 1 pound?	"brand:  { value:""xly"" }"	0
10544	203097	is this over 1 pound?	"color:  { value:""rose red+blue+yellow+white"" }"	0
10544	203099	is this over 1 pound?	"fabric_type:  { value:""microfiber"" }"	0
10544	203102	is this over 1 pound?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:17.7 }, value:14.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:15.1 }, value:38.35 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:5.7 }, value:44.96 } }	0
10544	203104	is this over 1 pound?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:4.28 }, value:1.94 }	1
10544	203105	is this over 1 pound?	"material:  { value:""microfiber"" }"	0
10544	203106	is this over 1 pound?	"size:  { value:""12\""*16\"""" }"	0
10544	203107	is this over 1 pound?	total_eaches:  { value:50 }	0
10545	203110	how much will the total package weigh?	batteries_included:  { value:false }	0
10545	203111	how much will the total package weigh?	batteries_required:  { value:false }	0
10545	203112	how much will the total package weigh?	"brand:  { value:""national etching"" }"	0
10545	203113	how much will the total package weigh?	capacity:  { unit:fluid_ounces, value:15 }	0
10545	203114	how much will the total package weigh?	"color:  { value:""clear"" }"	0
10545	203116	how much will the total package weigh?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:3.7 }, value:3.7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:4.3 }, value:4.3 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5.6 }, value:5.6 } }	0
10545	203117	how much will the total package weigh?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5 }, value:10.67 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:4.3 }, value:10.92 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.2 }, value:12.7 } }	0
10545	203119	how much will the total package weigh?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.6 }, value:0.27 }	1
10545	203120	how much will the total package weigh?	item_volume:  { unit:milliliters, value:444 }	0
10545	203121	how much will the total package weigh?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.6 }, value:0.6 }	0
10545	203122	how much will the total package weigh?	"material:  { value:""glass"" }"	0
10545	203123	how much will the total package weigh?	"size:  { value:""15oz stemless"" }"	0
10546	203126	what will the shipping weight be?	batteries_included:  { value:false }	0
10546	203127	what will the shipping weight be?	batteries_required:  { value:false }	0
10546	203128	what will the shipping weight be?	"brand:  { value:""national etching"" }"	0
10546	203129	what will the shipping weight be?	capacity:  { unit:fluid_ounces, value:15 }	0
10546	203130	what will the shipping weight be?	"color:  { value:""clear"" }"	0
10546	203132	what will the shipping weight be?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:3.7 }, value:3.7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:4.3 }, value:4.3 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5.6 }, value:5.6 } }	0
10546	203133	what will the shipping weight be?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5 }, value:10.67 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:4.3 }, value:10.92 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.2 }, value:12.7 } }	0
10546	203135	what will the shipping weight be?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.6 }, value:0.27 }	1
10546	203136	what will the shipping weight be?	item_volume:  { unit:milliliters, value:444 }	0
10546	203137	what will the shipping weight be?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.6 }, value:0.6 }	0
10546	203138	what will the shipping weight be?	"material:  { value:""glass"" }"	0
10546	203139	what will the shipping weight be?	"size:  { value:""15oz stemless"" }"	0
10547	203142	how much will this weigh when it is shipped?	batteries_included:  { value:false }	0
10547	203143	how much will this weigh when it is shipped?	batteries_required:  { value:false }	0
10547	203144	how much will this weigh when it is shipped?	"brand:  { value:""national etching"" }"	0
10547	203145	how much will this weigh when it is shipped?	capacity:  { unit:fluid_ounces, value:15 }	0
10547	203146	how much will this weigh when it is shipped?	"color:  { value:""clear"" }"	0
10547	203148	how much will this weigh when it is shipped?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:3.7 }, value:3.7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:4.3 }, value:4.3 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5.6 }, value:5.6 } }	0
10547	203149	how much will this weigh when it is shipped?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:5 }, value:10.67 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:4.3 }, value:10.92 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.2 }, value:12.7 } }	0
10547	203151	how much will this weigh when it is shipped?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:0.6 }, value:0.27 }	1
10547	203152	how much will this weigh when it is shipped?	item_volume:  { unit:milliliters, value:444 }	0
10547	203153	how much will this weigh when it is shipped?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:0.6 }, value:0.6 }	0
10547	203154	how much will this weigh when it is shipped?	"material:  { value:""glass"" }"	0
10547	203155	how much will this weigh when it is shipped?	"size:  { value:""15oz stemless"" }"	0
10548	203157	the shoes' package weighs how much?	"age_range_description:  { value:""adult"" }"	0
10548	203159	the shoes' package weighs how much?	"brand:  { value:""top moda"" }"	0
10548	203160	the shoes' package weighs how much?	"color:  { value:""gold nub pu"" }"	0
10548	203162	the shoes' package weighs how much?	"fabric_type:  { value:""synthetic"" }"	0
10548	203164	the shoes' package weighs how much?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:11.6 }, value:24.13 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.5 }, value:29.46 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.9 }, value:9.91 } }	0
10548	203165	the shoes' package weighs how much?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:1.85 }, value:1.85 }	1
10548	203166	the shoes' package weighs how much?	"material:  { value:""synthetic"" }"	0
10548	203167	the shoes' package weighs how much?	"size:  { value:""7.5"" }"	0
10548	203168	the shoes' package weighs how much?	"sole_material:  { value:""rubber"" }"	0
10548	203169	the shoes' package weighs how much?	target_gender:  { value:female }	0
10548	203170	the shoes' package weighs how much?	"toe_style:  { value:""round-toe"" }"	0
10549	203172	will these shoes' package weigh more than 2 pounds?	"age_range_description:  { value:""adult"" }"	0
10549	203174	will these shoes' package weigh more than 2 pounds?	"brand:  { value:""top moda"" }"	0
10549	203175	will these shoes' package weigh more than 2 pounds?	"color:  { value:""gold nub pu"" }"	0
10549	203177	will these shoes' package weigh more than 2 pounds?	"fabric_type:  { value:""synthetic"" }"	0
10549	203179	will these shoes' package weigh more than 2 pounds?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:11.6 }, value:24.13 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.5 }, value:29.46 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.9 }, value:9.91 } }	0
10549	203180	will these shoes' package weigh more than 2 pounds?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:1.85 }, value:1.85 }	1
10549	203181	will these shoes' package weigh more than 2 pounds?	"material:  { value:""synthetic"" }"	0
10549	203182	will these shoes' package weigh more than 2 pounds?	"size:  { value:""7.5"" }"	0
10549	203183	will these shoes' package weigh more than 2 pounds?	"sole_material:  { value:""rubber"" }"	0
10549	203184	will these shoes' package weigh more than 2 pounds?	target_gender:  { value:female }	0
10549	203185	will these shoes' package weigh more than 2 pounds?	"toe_style:  { value:""round-toe"" }"	0
10550	203187	will these shoes' package fit on a 500g kitchen scale?	"age_range_description:  { value:""adult"" }"	0
10550	203189	will these shoes' package fit on a 500g kitchen scale?	"brand:  { value:""top moda"" }"	0
10550	203190	will these shoes' package fit on a 500g kitchen scale?	"color:  { value:""gold nub pu"" }"	0
10550	203192	will these shoes' package fit on a 500g kitchen scale?	"fabric_type:  { value:""synthetic"" }"	0
10550	203194	will these shoes' package fit on a 500g kitchen scale?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:11.6 }, value:24.13 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.5 }, value:29.46 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.9 }, value:9.91 } }	0
10550	203195	will these shoes' package fit on a 500g kitchen scale?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:1.85 }, value:1.85 }	1
10550	203196	will these shoes' package fit on a 500g kitchen scale?	"material:  { value:""synthetic"" }"	0
10550	203197	will these shoes' package fit on a 500g kitchen scale?	"size:  { value:""7.5"" }"	0
10550	203198	will these shoes' package fit on a 500g kitchen scale?	"sole_material:  { value:""rubber"" }"	0
10550	203199	will these shoes' package fit on a 500g kitchen scale?	target_gender:  { value:female }	0
10550	203200	will these shoes' package fit on a 500g kitchen scale?	"toe_style:  { value:""round-toe"" }"	0
