qid	qa_pair_id	question	candidate	label
259	4488	are these high heels?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:12 }, value:30.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:5.2 }, value:13.21 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.3 }, value:8.38 } }	0
259	4490	are these high heels?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.85 }, value:2.85 }	0
259	4491	are these high heels?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.54 }, value:8.6 }	0
259	4492	are these high heels?	"lifestyle:  { value:""fashion"" }"	0
259	4493	are these high heels?	"lining_description:  { value:""fabric"" }"	0
259	4494	are these high heels?	"material:  { value:""synthetic-and-mesh"" }"	0
259	4495	are these high heels?	model_year:  { value:2015 }	0
259	4496	are these high heels?	"seasons:  { value:""spring/summer"" }"	0
259	4497	are these high heels?	"size:  { value:""11"" }"	0
259	4498	are these high heels?	"sole_material:  { value:""rubber"" }"	0
259	4499	are these high heels?	target_gender:  { value:male }	0
259	4500	are these high heels?	"toe_style:  { value:""closed-toe"" }"	0
259	4501	are these high heels?	water_resistance_level:  { value:not_water_resistant }	0
260	4503	are these flats?	"age_range_description:  { value:""adult"" }"	0
260	4505	are these flats?	batteries_included:  { value:false }	0
260	4506	are these flats?	batteries_required:  { value:false }	0
260	4507	are these flats?	"brand:  { value:""sanuk"" }"	0
260	4508	are these flats?	"color:  { standardized_values:[ ""black"" ], value:""charcoal"" }"	0
260	4510	are these flats?	"fabric_type:  { value:""50% cotton, 50% linen"" }"	0
260	4511	are these flats?	"heel:  { type:[ { value:""flat"" } ] }"	1
260	4513	are these flats?	"insole:  { material:[ { value:""fabric"" } ] }"	0
260	4514	are these flats?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:8 }, value:8 }, length:{ unit:inches, normalized_value:{ unit:inches, value:15 }, value:15 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5 }, value:5 } }	0
260	4515	are these flats?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:12 }, value:30.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:5.2 }, value:13.21 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.3 }, value:8.38 } }	0
260	4517	are these flats?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.85 }, value:2.85 }	0
260	4518	are these flats?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.54 }, value:8.6 }	0
260	4519	are these flats?	"lifestyle:  { value:""fashion"" }"	0
260	4520	are these flats?	"lining_description:  { value:""fabric"" }"	0
260	4521	are these flats?	"material:  { value:""synthetic-and-mesh"" }"	0
260	4522	are these flats?	model_year:  { value:2015 }	0
260	4523	are these flats?	"seasons:  { value:""spring/summer"" }"	0
260	4524	are these flats?	"size:  { value:""11"" }"	0
260	4525	are these flats?	"sole_material:  { value:""rubber"" }"	0
260	4526	are these flats?	target_gender:  { value:male }	0
260	4527	are these flats?	"toe_style:  { value:""closed-toe"" }"	0
260	4528	are these flats?	water_resistance_level:  { value:not_water_resistant }	0
837	15321	does this use synthetic material?	"age_range_description:  { value:""adult"" }"	0
837	15323	does this use synthetic material?	batteries_included:  { value:false }	0
837	15324	does this use synthetic material?	batteries_required:  { value:false }	0
837	15325	does this use synthetic material?	"brand:  { value:""exersteps"" }"	0
837	15326	does this use synthetic material?	"color:  { standardized_values:[ ""black"" ], value:""black"" }"	0
837	15328	does this use synthetic material?	"fabric_type:  { value:""100% leather"" }"	1
837	15330	does this use synthetic material?	is_stain_resistant:  { value:false }	0
837	15331	does this use synthetic material?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:7 }, value:7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:16 }, value:16 }, height:{ unit:inches, normalized_value:{ unit:inches, value:14 }, value:14 } }	0
837	15332	does this use synthetic material?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:13.19 }, value:11.99 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.65 }, value:24.51 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.72 }, value:33.5 } }	0
837	15334	does this use synthetic material?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:2.69 }, value:1.22 }	0
837	15335	does this use synthetic material?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.65 }, value:2.65 }	0
837	15336	does this use synthetic material?	"material:  { value:""leather"" }"	0
837	15337	does this use synthetic material?	"size:  { value:""8"" }"	0
837	15338	does this use synthetic material?	target_gender:  { value:male }	0
838	15340	what kind of fabric is this made of?	"age_range_description:  { value:""adult"" }"	0
838	15342	what kind of fabric is this made of?	batteries_included:  { value:false }	0
838	15343	what kind of fabric is this made of?	batteries_required:  { value:false }	0
838	15344	what kind of fabric is this made of?	"brand:  { value:""exersteps"" }"	0
838	15345	what kind of fabric is this made of?	"color:  { standardized_values:[ ""black"" ], value:""black"" }"	0
838	15347	what kind of fabric is this made of?	"fabric_type:  { value:""100% leather"" }"	1
838	15349	what kind of fabric is this made of?	is_stain_resistant:  { value:false }	0
838	15350	what kind of fabric is this made of?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:7 }, value:7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:16 }, value:16 }, height:{ unit:inches, normalized_value:{ unit:inches, value:14 }, value:14 } }	0
838	15351	what kind of fabric is this made of?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:13.19 }, value:11.99 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.65 }, value:24.51 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.72 }, value:33.5 } }	0
838	15353	what kind of fabric is this made of?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:2.69 }, value:1.22 }	0
838	15354	what kind of fabric is this made of?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.65 }, value:2.65 }	0
838	15355	what kind of fabric is this made of?	"material:  { value:""leather"" }"	0
838	15356	what kind of fabric is this made of?	"size:  { value:""8"" }"	0
838	15357	what kind of fabric is this made of?	target_gender:  { value:male }	0
839	15359	are these made of leather?	"age_range_description:  { value:""adult"" }"	0
839	15361	are these made of leather?	batteries_included:  { value:false }	0
839	15362	are these made of leather?	batteries_required:  { value:false }	0
839	15363	are these made of leather?	"brand:  { value:""exersteps"" }"	0
839	15364	are these made of leather?	"color:  { standardized_values:[ ""black"" ], value:""black"" }"	0
839	15366	are these made of leather?	"fabric_type:  { value:""100% leather"" }"	1
839	15368	are these made of leather?	is_stain_resistant:  { value:false }	0
839	15369	are these made of leather?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:7 }, value:7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:16 }, value:16 }, height:{ unit:inches, normalized_value:{ unit:inches, value:14 }, value:14 } }	0
839	15370	are these made of leather?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:13.19 }, value:11.99 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.65 }, value:24.51 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.72 }, value:33.5 } }	0
839	15372	are these made of leather?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:2.69 }, value:1.22 }	0
839	15373	are these made of leather?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.65 }, value:2.65 }	0
839	15374	are these made of leather?	"material:  { value:""leather"" }"	0
839	15375	are these made of leather?	"size:  { value:""8"" }"	0
839	15376	are these made of leather?	target_gender:  { value:male }	0
8535	164898	what kind of heel would you call that?	"age_range_description:  { value:""adult"" }"	0
8535	164900	what kind of heel would you call that?	batteries_included:  { value:false }	0
8535	164901	what kind of heel would you call that?	batteries_required:  { value:false }	0
8535	164902	what kind of heel would you call that?	"brand:  { value:""sanuk"" }"	0
8535	164903	what kind of heel would you call that?	"color:  { standardized_values:[ ""black"" ], value:""charcoal"" }"	0
8535	164905	what kind of heel would you call that?	"fabric_type:  { value:""50% cotton, 50% linen"" }"	0
8535	164906	what kind of heel would you call that?	"heel:  { type:[ { value:""flat"" } ] }"	1
8535	164908	what kind of heel would you call that?	"insole:  { material:[ { value:""fabric"" } ] }"	0
8535	164909	what kind of heel would you call that?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:8 }, value:8 }, length:{ unit:inches, normalized_value:{ unit:inches, value:15 }, value:15 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5 }, value:5 } }	0
8535	164910	what kind of heel would you call that?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:12 }, value:30.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:5.2 }, value:13.21 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.3 }, value:8.38 } }	0
8535	164912	what kind of heel would you call that?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.85 }, value:2.85 }	0
8535	164913	what kind of heel would you call that?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.54 }, value:8.6 }	0
8535	164914	what kind of heel would you call that?	"lifestyle:  { value:""fashion"" }"	0
8535	164915	what kind of heel would you call that?	"lining_description:  { value:""fabric"" }"	0
8535	164916	what kind of heel would you call that?	"material:  { value:""synthetic-and-mesh"" }"	0
8535	164917	what kind of heel would you call that?	model_year:  { value:2015 }	0
8535	164918	what kind of heel would you call that?	"seasons:  { value:""spring/summer"" }"	0
8535	164919	what kind of heel would you call that?	"size:  { value:""11"" }"	0
8535	164920	what kind of heel would you call that?	"sole_material:  { value:""rubber"" }"	0
8535	164921	what kind of heel would you call that?	target_gender:  { value:male }	0
8535	164922	what kind of heel would you call that?	"toe_style:  { value:""closed-toe"" }"	0
8535	164923	what kind of heel would you call that?	water_resistance_level:  { value:not_water_resistant }	0
8536	164925	are these high heels?	"age_range_description:  { value:""adult"" }"	0
8536	164927	are these high heels?	batteries_included:  { value:false }	0
8536	164928	are these high heels?	batteries_required:  { value:false }	0
8536	164929	are these high heels?	"brand:  { value:""sanuk"" }"	0
8536	164930	are these high heels?	"color:  { standardized_values:[ ""black"" ], value:""charcoal"" }"	0
8536	164932	are these high heels?	"fabric_type:  { value:""50% cotton, 50% linen"" }"	0
8536	164933	are these high heels?	"heel:  { type:[ { value:""flat"" } ] }"	1
8536	164935	are these high heels?	"insole:  { material:[ { value:""fabric"" } ] }"	0
8536	164936	are these high heels?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:8 }, value:8 }, length:{ unit:inches, normalized_value:{ unit:inches, value:15 }, value:15 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5 }, value:5 } }	0
8536	164937	are these high heels?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:12 }, value:30.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:5.2 }, value:13.21 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.3 }, value:8.38 } }	0
8536	164939	are these high heels?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.85 }, value:2.85 }	0
8536	164940	are these high heels?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.54 }, value:8.6 }	0
8536	164941	are these high heels?	"lifestyle:  { value:""fashion"" }"	0
8536	164942	are these high heels?	"lining_description:  { value:""fabric"" }"	0
8536	164943	are these high heels?	"material:  { value:""synthetic-and-mesh"" }"	0
8536	164944	are these high heels?	model_year:  { value:2015 }	0
8536	164945	are these high heels?	"seasons:  { value:""spring/summer"" }"	0
8536	164946	are these high heels?	"size:  { value:""11"" }"	0
8536	164947	are these high heels?	"sole_material:  { value:""rubber"" }"	0
8536	164948	are these high heels?	target_gender:  { value:male }	0
8536	164949	are these high heels?	"toe_style:  { value:""closed-toe"" }"	0
8536	164950	are these high heels?	water_resistance_level:  { value:not_water_resistant }	0
8537	164952	are these a shoe that makes you look taller?	"age_range_description:  { value:""adult"" }"	0
8537	164954	are these a shoe that makes you look taller?	batteries_included:  { value:false }	0
8537	164955	are these a shoe that makes you look taller?	batteries_required:  { value:false }	0
8537	164956	are these a shoe that makes you look taller?	"brand:  { value:""sanuk"" }"	0
8537	164957	are these a shoe that makes you look taller?	"color:  { standardized_values:[ ""black"" ], value:""charcoal"" }"	0
8537	164959	are these a shoe that makes you look taller?	"fabric_type:  { value:""50% cotton, 50% linen"" }"	0
8537	164960	are these a shoe that makes you look taller?	"heel:  { type:[ { value:""flat"" } ] }"	1
8537	164962	are these a shoe that makes you look taller?	"insole:  { material:[ { value:""fabric"" } ] }"	0
8537	164963	are these a shoe that makes you look taller?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:8 }, value:8 }, length:{ unit:inches, normalized_value:{ unit:inches, value:15 }, value:15 }, height:{ unit:inches, normalized_value:{ unit:inches, value:5 }, value:5 } }	0
8537	164964	are these a shoe that makes you look taller?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:12 }, value:30.48 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:5.2 }, value:13.21 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:3.3 }, value:8.38 } }	0
8537	164966	are these a shoe that makes you look taller?	item_package_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.85 }, value:2.85 }	0
8537	164967	are these a shoe that makes you look taller?	item_weight:  { unit:ounces, normalized_value:{ unit:pounds, value:0.54 }, value:8.6 }	0
8537	164968	are these a shoe that makes you look taller?	"lifestyle:  { value:""fashion"" }"	0
8537	164969	are these a shoe that makes you look taller?	"lining_description:  { value:""fabric"" }"	0
8537	164970	are these a shoe that makes you look taller?	"material:  { value:""synthetic-and-mesh"" }"	0
8537	164971	are these a shoe that makes you look taller?	model_year:  { value:2015 }	0
8537	164972	are these a shoe that makes you look taller?	"seasons:  { value:""spring/summer"" }"	0
8537	164973	are these a shoe that makes you look taller?	"size:  { value:""11"" }"	0
8537	164974	are these a shoe that makes you look taller?	"sole_material:  { value:""rubber"" }"	0
8537	164975	are these a shoe that makes you look taller?	target_gender:  { value:male }	0
8537	164976	are these a shoe that makes you look taller?	"toe_style:  { value:""closed-toe"" }"	0
8537	164977	are these a shoe that makes you look taller?	water_resistance_level:  { value:not_water_resistant }	0
8646	166866	are these shoes made of cotton?	"age_range_description:  { value:""adult"" }"	0
8646	166868	are these shoes made of cotton?	batteries_included:  { value:false }	0
8646	166869	are these shoes made of cotton?	batteries_required:  { value:false }	0
8646	166870	are these shoes made of cotton?	"brand:  { value:""exersteps"" }"	0
8646	166871	are these shoes made of cotton?	"color:  { standardized_values:[ ""black"" ], value:""black"" }"	0
8646	166873	are these shoes made of cotton?	"fabric_type:  { value:""100% leather"" }"	1
8646	166875	are these shoes made of cotton?	is_stain_resistant:  { value:false }	0
8646	166876	are these shoes made of cotton?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:7 }, value:7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:16 }, value:16 }, height:{ unit:inches, normalized_value:{ unit:inches, value:14 }, value:14 } }	0
8646	166877	are these shoes made of cotton?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:13.19 }, value:11.99 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.65 }, value:24.51 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.72 }, value:33.5 } }	0
8646	166879	are these shoes made of cotton?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:2.69 }, value:1.22 }	0
8646	166880	are these shoes made of cotton?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.65 }, value:2.65 }	0
8646	166881	are these shoes made of cotton?	"material:  { value:""leather"" }"	0
8646	166882	are these shoes made of cotton?	"size:  { value:""8"" }"	0
8646	166883	are these shoes made of cotton?	target_gender:  { value:male }	0
8647	166885	what are these shoes made of?	"age_range_description:  { value:""adult"" }"	0
8647	166887	what are these shoes made of?	batteries_included:  { value:false }	0
8647	166888	what are these shoes made of?	batteries_required:  { value:false }	0
8647	166889	what are these shoes made of?	"brand:  { value:""exersteps"" }"	0
8647	166890	what are these shoes made of?	"color:  { standardized_values:[ ""black"" ], value:""black"" }"	0
8647	166892	what are these shoes made of?	"fabric_type:  { value:""100% leather"" }"	1
8647	166894	what are these shoes made of?	is_stain_resistant:  { value:false }	0
8647	166895	what are these shoes made of?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:7 }, value:7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:16 }, value:16 }, height:{ unit:inches, normalized_value:{ unit:inches, value:14 }, value:14 } }	0
8647	166896	what are these shoes made of?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:13.19 }, value:11.99 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.65 }, value:24.51 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.72 }, value:33.5 } }	0
8647	166898	what are these shoes made of?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:2.69 }, value:1.22 }	0
8647	166899	what are these shoes made of?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.65 }, value:2.65 }	0
8647	166900	what are these shoes made of?	"material:  { value:""leather"" }"	0
8647	166901	what are these shoes made of?	"size:  { value:""8"" }"	0
8647	166902	what are these shoes made of?	target_gender:  { value:male }	0
8648	166904	if i'm allergic to leather, should i wear these?	"age_range_description:  { value:""adult"" }"	0
8648	166906	if i'm allergic to leather, should i wear these?	batteries_included:  { value:false }	0
8648	166907	if i'm allergic to leather, should i wear these?	batteries_required:  { value:false }	0
8648	166908	if i'm allergic to leather, should i wear these?	"brand:  { value:""exersteps"" }"	0
8648	166909	if i'm allergic to leather, should i wear these?	"color:  { standardized_values:[ ""black"" ], value:""black"" }"	0
8648	166911	if i'm allergic to leather, should i wear these?	"fabric_type:  { value:""100% leather"" }"	1
8648	166913	if i'm allergic to leather, should i wear these?	is_stain_resistant:  { value:false }	0
8648	166914	if i'm allergic to leather, should i wear these?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:7 }, value:7 }, length:{ unit:inches, normalized_value:{ unit:inches, value:16 }, value:16 }, height:{ unit:inches, normalized_value:{ unit:inches, value:14 }, value:14 } }	0
8648	166915	if i'm allergic to leather, should i wear these?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:13.19 }, value:11.99 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:9.65 }, value:24.51 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.72 }, value:33.5 } }	0
8648	166917	if i'm allergic to leather, should i wear these?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:2.69 }, value:1.22 }	0
8648	166918	if i'm allergic to leather, should i wear these?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.65 }, value:2.65 }	0
8648	166919	if i'm allergic to leather, should i wear these?	"material:  { value:""leather"" }"	0
8648	166920	if i'm allergic to leather, should i wear these?	"size:  { value:""8"" }"	0
8648	166921	if i'm allergic to leather, should i wear these?	target_gender:  { value:male }	0
9750	188224	what brand is this?	batteries_required:  { value:false }	0
9750	188225	what brand is this?	"brand:  { value:""oppong"" }"	1
9750	188226	what brand is this?	"color:  { standardized_values:[ ""navy black"" ], value:""navy black"" }"	0
9750	188227	what brand is this?	"compatible_devices:  { value:""apple ipad"" }; { value:""apple ipad air"" }; { value:""apple ipad pro 10.5"" }"	0
9750	188229	what brand is this?	display:  { size:[ { unit:inches, value:5 } ] }	0
9750	188230	what brand is this?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:11 }, value:2.54 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:8 }, value:20.32 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:1 }, value:27.94 } }	0
9750	188231	what brand is this?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:1.1 }, value:0.5 }	0
9750	188232	what brand is this?	"material:  { value:""silicone"" }; { value:""polycarbonate"" }; { value:""plastic"" }"	0
9751	188235	is oppong the model or the manufacturer?	batteries_required:  { value:false }	0
9751	188236	is oppong the model or the manufacturer?	"brand:  { value:""oppong"" }"	1
9751	188237	is oppong the model or the manufacturer?	"color:  { standardized_values:[ ""navy black"" ], value:""navy black"" }"	0
9751	188238	is oppong the model or the manufacturer?	"compatible_devices:  { value:""apple ipad"" }; { value:""apple ipad air"" }; { value:""apple ipad pro 10.5"" }"	0
9751	188240	is oppong the model or the manufacturer?	display:  { size:[ { unit:inches, value:5 } ] }	0
9751	188241	is oppong the model or the manufacturer?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:11 }, value:2.54 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:8 }, value:20.32 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:1 }, value:27.94 } }	0
9751	188242	is oppong the model or the manufacturer?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:1.1 }, value:0.5 }	0
9751	188243	is oppong the model or the manufacturer?	"material:  { value:""silicone"" }; { value:""polycarbonate"" }; { value:""plastic"" }"	0
9752	188246	i need something compatible with other oppong products, will this work?	batteries_required:  { value:false }	0
9752	188247	i need something compatible with other oppong products, will this work?	"brand:  { value:""oppong"" }"	1
9752	188248	i need something compatible with other oppong products, will this work?	"color:  { standardized_values:[ ""navy black"" ], value:""navy black"" }"	0
9752	188249	i need something compatible with other oppong products, will this work?	"compatible_devices:  { value:""apple ipad"" }; { value:""apple ipad air"" }; { value:""apple ipad pro 10.5"" }"	0
9752	188251	i need something compatible with other oppong products, will this work?	display:  { size:[ { unit:inches, value:5 } ] }	0
9752	188252	i need something compatible with other oppong products, will this work?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:11 }, value:2.54 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:8 }, value:20.32 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:1 }, value:27.94 } }	0
9752	188253	i need something compatible with other oppong products, will this work?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:1.1 }, value:0.5 }	0
9752	188254	i need something compatible with other oppong products, will this work?	"material:  { value:""silicone"" }; { value:""polycarbonate"" }; { value:""plastic"" }"	0
9753	188256	who makes this?	"age_range_description:  { value:""adult"" }"	0
9753	188258	who makes this?	batteries_included:  { value:false }	0
9753	188259	who makes this?	batteries_required:  { value:false }	0
9753	188260	who makes this?	"brand:  { value:""thorogood"" }"	0
9753	188261	who makes this?	"color:  { standardized_values:[ ""brown"" ], value:""briar pitstop"" }"	0
9753	188263	who makes this?	"fabric_type:  { value:""briar pitstop 804-3600, full-grain leather"" }"	0
9753	188264	who makes this?	"heel:  { type:[ { value:""wedge"" } ] }"	0
9753	188266	who makes this?	"insole:  { material:[ { value:""textile"" } ] }"	0
9753	188269	who makes this?	is_stain_resistant:  { value:false }	0
9753	188270	who makes this?	item_dimensions:  { width:{ unit:inches, normalized_value:{ unit:inches, value:12 }, value:12 }, length:{ unit:inches, normalized_value:{ unit:inches, value:12 }, value:12 }, height:{ unit:inches, normalized_value:{ unit:inches, value:6 }, value:6 } }	0
9753	188271	who makes this?	item_package_dimensions:  { length:{ unit:centimeters, normalized_value:{ unit:inches, value:14.29 }, value:12.4 }, width:{ unit:centimeters, normalized_value:{ unit:inches, value:10.31 }, value:26.2 }, height:{ unit:centimeters, normalized_value:{ unit:inches, value:4.88 }, value:36.3 } }	0
9753	188273	who makes this?	item_package_weight:  { unit:kilograms, normalized_value:{ unit:pounds, value:5.8 }, value:2.63 }	0
9753	188274	who makes this?	item_weight:  { unit:pounds, normalized_value:{ unit:pounds, value:2.38 }, value:2.38 }	0
9753	188276	who makes this?	"lining_description:  { value:""fabric"" }"	0
9753	188277	who makes this?	"material:  { value:""leather"" }"	0
9753	188278	who makes this?	"seasons:  { value:""fall/holiday"" }"	0
9753	188279	who makes this?	"shaft:  { height:[ { unit:inches, value:""6.75"" } ] }"	0
9753	188280	who makes this?	"size:  { value:""12"" }"	0
9753	188281	who makes this?	"sole_material:  { value:""synthetic"" }"	0
9753	188282	who makes this?	"target_audience:  { value:""men"" }"	0
9753	188283	who makes this?	target_gender:  { value:male }	0
9753	188284	who makes this?	"toe_style:  { value:""round toe"" }; { value:""moc toe"" }"	0
9753	188286	who makes this?	water_resistance_level:  { value:waterproof }	0
9754	188288	what is the name of the brand?	"age_range_description:  { value:""adult"" }"	0
9754	188290	what is the name of the brand?	batteries_included:  { value:false }	0
9754	188291	what is the name of the brand?	batteries_required:  { value:false }	0
9754	188292	what is the name of the brand?	"brand:  { value:""thorogood"" }"	0
